time,interval,encR,encL,wR,wL,wdotR,wdotL,wddotR,wddotL,pwmR,pwmL,x,y,theta,x_ref,y_ref,theta_ref,vel_v,vel_w,e_x,e_y,e_theta,u_R,u_L,tau_R,tau_L
1548676014.688632,0.04593706130981445,2985,2502,5.522330836388308,0.30679615757712825,0.0,0.0,-383.49519697141005,0.0,220.77035122785134,247.25128005384121,0.64658177460076516,0.52254061288409137,0.56786879382311051,0.69325248564288422,0.27518934935717826,0.76434664726257329,0.0,0.0,-0.086357920490256049,-0.23455271336160405,0.2203698065919717,0.60000560428169503,-0.0070561859959710066,0.012189104507889046,0.013661136476223841
1548676014.722441,0.03172016143798828,3003,2504,5.522330836388308,0.6135923151542565,0.0,7.669903939428206,0.0,191.74759848570514,220.77035122785134,247.25128005384121,0.64738185752942023,0.52469648478032926,0.59314376846354866,0.69325248564288422,0.27518934935717826,0.76434664726257329,0.0,0.0,-0.086357920490256049,-0.23455271336160405,0.2203698065919717,0.60000560428169503,-0.0070561859959710066,0.012189104507889046,0.013661136476223841
1548676014.769163,0.046205997467041016,3019,2507,4.908738521234052,0.9203884727313847,-15.339807878856403,7.669903939428204,-383.49519697141005,-4.440892098500626e-14,182.27047103671072,260.49007132257253,0.64840383214551855,0.52725136776617088,0.61988767996230099,0.69960167494616321,0.281276692123271,0.77314255237579355,0.0,0.0,-0.10122528622029839,-0.22995260727960448,0.15325487241349256,0.57085547104629031,-0.01690041028738324,0.010125216891344531,0.014471568363645949
1548676014.800764,0.030035018920898438,3033,2510,4.295146206079795,0.9203884727313847,-15.339807878856426,0.0,-5.773159728050814e-13,-191.7475984857051,182.27047103671072,260.49007132257253,0.649289425757546,0.52916266649669785,0.63999839890700994,0.69960167494616321,0.281276692123271,0.77314255237579355,0.0,0.0,-0.10122528622029839,-0.22995260727960448,0.15325487241349256,0.57085547104629031,-0.01690041028738324,0.010125216891344531,0.014471568363645949
1548676014.848184,0.046113014221191406,3045,2520,3.6815538909255388,3.067961575771282,-15.339807878856403,53.68932757599744,5.773159728050814e-13,1342.233189399936,182.27047103671072,260.49007132257253,0.65090963614018194,0.53225770852799625,0.6443992774759052,0.69960167494616321,0.281276692123271,0.77314255237579355,0.0,0.0,-0.10122528622029839,-0.22995260727960448,0.15325487241349256,0.57085547104629031,-0.01690041028738324,0.010125216891344531,0.014471568363645949
1548676014.881818,0.031896114349365234,3056,2535,3.3747577333484102,4.601942363656923,-7.669903939428213,38.349519697141034,191.74759848570474,-383.4951969714101,171.46540700480497,263.11858543999205,0.65317762779140587,0.53539478391506301,0.63652470791823668,0.7059317839836351,0.2874535134128956,0.78198695182800304,0.0,0.0,-0.10363081451400721,-0.22927842584040325,0.13928838076253125,0.5637771964923457,-0.019453986862599998,0.0096002369686928636,0.014692182480478006
1548676014.929798,0.04605889320373535,3065,2553,2.761165418194154,5.522330836388308,-15.339807878856403,23.009711818284618,-191.74759848570474,-383.4951969714104,171.46540700480497,263.11858543999205,0.65619492094826948,0.5394938851011688,0.61920233328799845,0.7059317839836351,0.2874535134128956,0.78198695182800304,0.0,0.0,-0.10363081451400721,-0.22927842584040325,0.13928838076253125,0.5637771964923457,-0.019453986862599998,0.0096002369686928636,0.014692182480478006
1548676014.964798,0.030817031860351562,3075,2572,3.067961575771282,5.829126993965436,7.669903939428202,7.669903939428191,575.2427954571151,-383.4951969714106,171.46540700480497,263.11858543999205,0.6585104474185115,0.54227039380817932,0.60558565772807527,0.71222547139836101,0.29370440843688989,0.79085736274719254,0.0,0.0,-0.096804863774987787,-0.23479997492960922,0.18527170501911727,0.5637771964923457,-0.019453986862599998,0.0096002369686928636,0.014692182480478006
1548676015.008253,0.04592299461364746,3083,2591,2.454369260617026,5.829126993965436,-15.339807878856403,0.0,-575.2427954571151,-191.74759848570477,189.09652172487492,252.84337003445521,0.66228663313512748,0.54661567214747353,0.57922444341198587,0.71222547139836101,0.29370440843688989,0.79085736274719254,0.0,0.0,-0.096804863774987787,-0.23479997492960922,0.18527170501911727,0.56804043591767628,-0.014142278625734722,0.010467353682970994,0.01400838506148909
1548676015.041496,0.03171491622924805,3091,2609,2.454369260617026,5.522330836388308,0.0,-7.669903939428191,383.49519697141005,-191.74759848570477,189.09652172487492,252.84337003445521,0.66458262111084065,0.54933090170043775,0.56082253460097009,0.71222547139836101,0.29370440843688989,0.79085736274719254,0.0,0.0,-0.096804863774987787,-0.23479997492960922,0.18527170501911727,0.56804043591767628,-0.014142278625734722,0.010467353682970994,0.01400838506148909
1548676015.09068,0.04603314399719238,3100,2624,2.761165418194154,4.601942363656923,7.669903939428202,-23.009711818284618,191.74759848570503,-383.4951969714106,207.12076983644118,236.42428766317585,0.66758779633201204,0.55266375005799617,0.55081876537601449,0.71836070233449767,0.29990699464548826,0.7995816469192506,0.0,0.0,-0.088369100307385484,-0.24030197514280119,0.23970966509866698,0.57186192170455563,-0.0075885161581896107,0.011506300373814407,0.013133762259481483
1548676015.121412,0.029709815979003906,3108,2637,2.454369260617026,3.9883500485026673,-7.669903939428202,-15.339807878856403,-383.49519697141005,191.74759848570537,207.12076983644118,236.42428766317585,0.66912764226797328,0.55434964627273475,0.54495290236087945,0.71836070233449767,0.29990699464548826,0.7995816469192506,0.0,0.0,-0.088369100307385484,-0.24030197514280119,0.23970966509866698,0.57186192170455563,-0.0075885161581896107,0.011506300373814407,0.013133762259481483
1548676015.170712,0.04656100273132324,3115,2648,2.1475731030398975,3.3747577333484102,-7.669903939428213,-15.339807878856426,-2.886579864025407e-13,-5.773159728050814e-13,217.6378870992576,227.62692543974813,0.67132107783276362,0.55694369945191347,0.53936743712787694,0.72457152299003436,0.3062965444327817,0.80849235057830826,0.0,0.0,-0.08226762456354085,-0.24229641279336131,0.26951703469000854,0.57583383394627607,-0.0039143950059320615,0.012128081974341412,0.012682772885348461
1548676015.201298,0.031877994537353516,3122,2657,2.1475731030398975,2.761165418194154,0.0,-15.339807878856403,191.7475984857053,5.773159728050814e-13,217.6378870992576,227.62692543974813,0.67251657249931762,0.55849136127355803,0.53593963195545136,0.72457152299003436,0.3062965444327817,0.80849235057830826,0.0,0.0,-0.08226762456354085,-0.24229641279336131,0.26951703469000854,0.57583383394627607,-0.0039143950059320615,0.012128081974341412,0.012682772885348461
1548676015.24879,0.04610490798950195,3129,2664,2.1475731030398975,2.1475731030398975,0.0,-15.339807878856416,0.0,-3.1086244689504383e-13,217.6378870992576,227.62692543974813,0.67392694065389025,0.56037017050356341,0.5288318324825293,0.72457152299003436,0.3062965444327817,0.80849235057830826,0.0,0.0,-0.08226762456354085,-0.24229641279336131,0.26951703469000854,0.57583383394627607,-0.0039143950059320615,0.012128081974341412,0.012682772885348461
1548676015.281423,0.030584096908569336,3134,2669,1.533980787885641,1.533980787885641,-15.339807878856409,-15.339807878856409,-383.4951969714102,1.7763568394002505e-13,228.38446131698154,224.97739805415785,0.67462868755494776,0.56102129581536841,0.53495296186990782,0.73065548282004555,0.31266820790879141,0.8173021554946901,0.0,0.0,-0.075992601008221236,-0.24248611168808079,0.2884703230121608,0.58455939784563471,-0.0013663730387838968,0.012687667699870691,0.012498386407491596
1548676015.329365,0.043768882751464844,3139,2674,1.533980787885641,1.533980787885641,0.0,0.0,383.4951969714102,383.4951969714102,228.38446131698154,224.97739805415785,0.67590644784946996,0.56267764912762053,0.53704280407569704,0.73065548282004555,0.31266820790879141,0.8173021554946901,0.0,0.0,-0.075992601008221236,-0.24248611168808079,0.2884703230121608,0.58455939784563471,-0.0013663730387838968,0.012687667699870691,0.012498386407491596
1548676015.362749,0.030449867248535156,3143,2677,1.227184630308513,0.9203884727313847,-7.669903939428202,-15.339807878856409,-191.74759848570503,-383.4951969714102,228.38446131698154,224.97739805415785,0.67609871241836761,0.56326805548249781,0.53270168074424384,0.73668840832094673,0.31909890778453753,0.8261197566986086,0.0,0.0,-0.071810084748450673,-0.24110785069245605,0.29341807595436475,0.58455939784563471,-0.0013663730387838968,0.012687667699870691,0.012498386407491596
1548676015.407599,0.04607892036437988,3147,2679,1.227184630308513,0.6135923151542565,0.0,-7.669903939428204,191.74759848570503,191.7475984857051,233.24965530654632,225.08259394310355,0.67683806854420214,0.56405071936727247,0.53949743816023121,0.73668840832094673,0.31909890778453753,0.8261197566986086,0.0,0.0,-0.071810084748450673,-0.24110785069245605,0.29341807595436475,0.59273347496599493,-0.00046085574341525604,0.012995606961073616,0.012541932462464168
1548676015.440784,0.03162407875061035,3149,2680,0.6135923151542565,0.30679615757712825,-15.339807878856412,-7.669903939428206,-383.4951969714103,-4.440892098500626e-14,233.24965530654632,225.08259394310355,0.67688795237265953,0.56441089433131952,0.53668017891189579,0.73668840832094673,0.31909890778453753,0.8261197566986086,0.0,0.0,-0.071810084748450673,-0.24110785069245605,0.29341807595436475,0.59273347496599493,-0.00046085574341525604,0.012995606961073616,0.012541932462464168
1548676015.488378,0.04607820510864258,3151,2681,0.6135923151542565,0.30679615757712825,0.0,0.0,383.4951969714103,191.74759848570514,240.4482990062275,227.06888949853581,0.67721075686027121,0.56487374819871705,0.53931684837924021,0.7424871062954711,0.32539020180850881,0.83467576503753682,0.0,0.0,-0.066195134884831919,-0.23900425198486241,0.29726063586710216,0.60634913892251152,0.00053090603892626265,0.013433131184590079,0.012689881789077914
1548676015.520133,0.030132055282592773,3153,2682,0.6135923151542565,0.30679615757712825,0.0,0.0,0.0,0.0,240.4482990062275,227.06888949853581,0.6772669075738349,0.56506465321694821,0.54098335268507181,0.7424871062954711,0.32539020180850881,0.83467576503753682,0.0,0.0,-0.066195134884831919,-0.23900425198486241,0.29726063586710216,0.60634913892251152,0.00053090603892626265,0.013433131184590079,0.012689881789077914
1548676015.572212,0.046571969985961914,3154,2682,0.30679615757712825,0.0,-7.669903939428206,-7.669903939428206,-191.74759848570514,-191.74759848570514,248.42054666624622,232.56916380363984,0.67772729357213535,0.56539564091926708,0.54781369603982422,0.7483004380038828,0.33180667736776626,0.84333405494689961,0.0,0.0,-0.06124330536671363,-0.23617013616288995,0.29607875235701875,0.6202760768698018,0.0010012523459118905,0.013801039216072264,0.012920457967509284
1548676015.600758,0.03144216537475586,3155,2682,0.30679615757712825,0.0,0.0,0.0,191.74759848570514,191.74759848570514,248.42054666624622,232.56916380363984,0.67767782592342352,0.56532417288384407,0.54912196043108685,0.7483004380038828,0.33180667736776626,0.84333405494689961,0.0,0.0,-0.06124330536671363,-0.23617013616288995,0.29607875235701875,0.6202760768698018,0.0010012523459118905,0.013801039216072264,0.012920457967509284
1548676015.648403,0.046296119689941406,3155,2682,0.0,0.0,-7.669903939428206,0.0,-191.74759848570514,0.0,248.42054666624622,232.56916380363984,0.67774931151985329,0.56549685879513978,0.54922335768409347,0.7483004380038828,0.33180667736776626,0.84333405494689961,0.0,0.0,-0.06124330536671363,-0.23617013616288995,0.29607875235701875,0.6202760768698018,0.0010012523459118905,0.013801039216072264,0.012920457967509284
1548676015.680934,0.028959989547729492,3155,2682,0.0,0.0,0.0,0.0,191.74759848570514,0.0,259.36835598039397,235.38595574418483,0.67771382784118828,0.56541813282527564,0.54932695401465093,0.75409923376725074,0.33831956035555816,0.85205435752868675,0.0,0.0,-0.053534515557792581,-0.23357524240966501,0.30244401739927773,0.63979872715493291,0.0025485290944354533,0.014446850418170201,0.013114494849491917
1548676015.727802,0.04448699951171875,3159,2682,1.227184630308513,0.0,30.679615757712824,0.0,766.9903939428206,0.0,259.36835598039397,235.38595574418483,0.67777038064974038,0.56538988737293039,0.55540635315006726,0.75409923376725074,0.33831956035555816,0.85205435752868675,0.0,0.0,-0.053534515557792581,-0.23357524240966501,0.30244401739927773,0.63979872715493291,0.0025485290944354533,0.014446850418170201,0.013114494849491917
1548676015.762784,0.03104090690612793,3170,2682,3.3747577333484102,0.0,53.689327575997424,0.0,575.242795457115,0.0,259.36835598039397,235.38595574418483,0.67807205656537717,0.56675059076044165,0.57119469117267718,0.75989745118603391,0.34494727175592804,0.86086037158966089,0.0,0.0,-0.051079108282306052,-0.23083117688763077,0.28966568041698371,0.63979872715493291,0.0025485290944354533,0.014446850418170201,0.013114494849491917
1548676015.8089,0.045805931091308594,3185,2682,4.601942363656923,0.0,30.67961575771283,0.0,-575.2427954571148,0.0,265.80672502023077,248.72236675651462,0.67900493802565298,0.56935665083646836,0.60491955315043966,0.75989745118603391,0.34494727175592804,0.86086037158966089,0.0,0.0,-0.051079108282306052,-0.23083117688763077,0.28966568041698371,0.65138197138264831,0.0012341013012537178,0.014503996662241274,0.013555428107212603
1548676015.84006,0.030373811721801758,3202,2682,5.2155346788111805,0.0,15.339807878856426,0.0,-383.4951969714101,0.0,265.80672502023077,248.72236675651462,0.67943552280991104,0.57106614085889973,0.62737053497241546,0.75989745118603391,0.34494727175592804,0.86086037158966089,0.0,0.0,-0.051079108282306052,-0.23083117688763077,0.28966568041698371,0.65138197138264831,0.0012341013012537178,0.014503996662241274,0.013555428107212603
1548676015.887706,0.046208858489990234,3221,2682,5.829126993965436,0.0,15.339807878856382,0.0,-1.1102230246251565e-12,0.0,231.64478395479961,263.20797529959117,0.68025850915317465,0.57438568444879068,0.66747545924503571,0.76545542091391627,0.35141440903278703,0.86938767433166531,0.0,0.0,-0.063906187127512712,-0.22827886480767193,0.22661964976461035,0.63467352256288845,-0.0080231961791905615,0.012793290792079101,0.0145476706781251
1548676015.919365,0.030316829681396484,3240,2686,5.829126993965436,1.227184630308513,0.0,30.679615757712824,-383.49519697140954,766.9903939428206,231.64478395479961,263.20797529959117,0.6806696526353353,0.57657999042569208,0.69198772748957993,0.76545542091391627,0.35141440903278703,0.86938767433166531,0.0,0.0,-0.063906187127512712,-0.22827886480767193,0.22661964976461035,0.63467352256288845,-0.0080231961791905615,0.012793290792079101,0.0145476706781251
1548676015.970666,0.04627799987792969,3256,2698,4.908738521234052,3.6815538909255388,-23.009711818284593,61.359231515425634,-575.2427954571148,766.9903939428202,206.08607057725209,275.89374325829283,0.68143228915916731,0.57866202089245944,0.69947486111511592,0.77112452328506542,0.35812579451491167,0.87817296981811555,0.0,0.0,-0.072678622426383899,-0.22632970884584042,0.17945350875051447,0.62152279702929225,-0.015299684301801619,0.01144825462201501,0.015327225650244551
1548676016.000852,0.03158712387084961,3270,2714,4.295146206079795,4.908738521234052,-15.339807878856426,30.67961575771283,191.74759848570417,-766.9903939428201,206.08607057725209,275.89374325829283,0.68523260565930966,0.58510713029803874,0.69915717332326899,0.77112452328506542,0.35812579451491167,0.87817296981811555,0.0,0.0,-0.072678622426383899,-0.22632970884584042,0.17945350875051447,0.62152279702929225,-0.015299684301801619,0.01144825462201501,0.015327225650244551
1548676016.048373,0.046504974365234375,3283,2732,3.9883500485026673,5.522330836388308,-7.669903939428191,15.339807878856403,191.74759848570588,-383.4951969714107,206.08607057725209,275.89374325829283,0.68801178815289676,0.58985168453018633,0.68565311338729362,0.77112452328506542,0.35812579451491167,0.87817296981811555,0.0,0.0,-0.072678622426383899,-0.22632970884584042,0.17945350875051447,0.62152279702929225,-0.015299684301801619,0.01144825462201501,0.015327225650244551
1548676016.08001,0.03065776824951172,3294,2751,3.3747577333484102,5.829126993965436,-15.339807878856426,7.669903939428191,-191.74759848570588,-191.7475984857053,204.43884778579593,262.87287597451041,0.69007629972297646,0.5930370050842948,0.67505034909633366,0.77676536692347875,0.36492399001433312,0.88700668811798122,0.0,0.0,-0.074085068673791082,-0.23091253895388245,0.20483782641011206,0.60430632404520801,-0.013132100375517347,0.011394546349017784,0.01464062558492616
1548676016.128555,0.04603219032287598,3304,2771,3.067961575771282,6.135923151542564,-7.669903939428202,7.669903939428213,191.74759848570562,5.551115123125783e-13,204.43884778579593,262.87287597451041,0.69346084606406999,0.59824334013250602,0.65139278893469998,0.77676536692347875,0.36492399001433312,0.88700668811798122,0.0,0.0,-0.074085068673791082,-0.23091253895388245,0.20483782641011206,0.60430632404520801,-0.013132100375517347,0.011394546349017784,0.01464062558492616
1548676016.163958,0.03148794174194336,3313,2791,2.761165418194154,6.135923151542564,-7.669903939428202,0.0,0.0,-191.7475984857053,204.43884778579593,262.87287597451041,0.69540429843714269,0.60098595889583717,0.63790509281965757,0.78233253296010696,0.37175530041293925,0.89581918716430686,0.0,0.0,-0.066676655881213798,-0.23591828311150592,0.25791409434464929,0.60430632404520801,-0.013132100375517347,0.011394546349017784,0.01464062558492616
1548676016.209142,0.04686689376831055,3322,2811,2.761165418194154,6.135923151542564,0.0,0.0,191.74759848570503,0.0,220.64739630817184,245.81254843794446,0.69896527620433135,0.6057218145391432,0.61241447888494105,0.78233253296010696,0.37175530041293925,0.89581918716430686,0.0,0.0,-0.066676655881213798,-0.23591828311150592,0.25791409434464929,0.60320821262757929,-0.0068009276026857468,0.012295225797699275,0.01369272734528664
1548676016.239939,0.030278921127319336,3331,2829,2.761165418194154,5.522330836388308,0.0,-15.339807878856403,0.0,-383.49519697141005,220.64739630817184,245.81254843794446,0.70104800245273458,0.60822942158491933,0.59942924945739373,0.78233253296010696,0.37175530041293925,0.89581918716430686,0.0,0.0,-0.066676655881213798,-0.23591828311150592,0.25791409434464929,0.60320821262757929,-0.0068009276026857468,0.012295225797699275,0.01369272734528664
1548676016.287865,0.04449892044067383,3339,2845,2.454369260617026,4.908738521234052,-7.669903939428202,-15.339807878856403,-191.74759848570503,0.0,238.92982947451725,228.27680415384273,0.70401344189679671,0.61207449071765463,0.58133675178516819,0.78769006143973075,0.3784489692940321,0.90439288616180447,0.0,0.0,-0.057951964877527407,-0.23965518877793315,0.31283128978979413,0.60243124436640338,1.3903815558727328e-05,0.013273419221014592,0.012681124286740755
1548676016.320038,0.030910015106201172,3346,2859,2.1475731030398975,4.295146206079795,-7.669903939428213,-15.339807878856426,-2.886579864025407e-13,-5.773159728050814e-13,238.92982947451725,228.27680415384273,0.70584086558559578,0.61431725208615784,0.57197443449595398,0.78769006143973075,0.3784489692940321,0.90439288616180447,0.0,0.0,-0.057951964877527407,-0.23965518877793315,0.31283128978979413,0.60243124436640338,1.3903815558727328e-05,0.013273419221014592,0.012681124286740755
1548676016.371788,0.0462489128112793,3354,2871,2.454369260617026,3.6815538909255388,7.669903939428213,-15.339807878856403,383.4951969714106,5.773159728050814e-13,249.73695717583661,216.25057208096155,0.70787648594122177,0.61698346434104634,0.56345625014462308,0.79311147606212495,0.38534278786642245,0.91316308975219751,0.0,0.0,-0.051450687620471461,-0.2409069925683143,0.3469364726220775,0.6026073697573775,0.004358093295546886,0.013911414777955398,0.012050702121611833
1548676016.400098,0.03134512901306152,3360,2880,1.8407769454627694,2.761165418194154,-15.339807878856416,-23.009711818284618,-575.2427954571157,-191.74759848570537,249.73695717583661,216.25057208096155,0.70912938490543587,0.61864590976731104,0.56009270832614866,0.79311147606212495,0.38534278786642245,0.91316308975219751,0.0,0.0,-0.051450687620471461,-0.2409069925683143,0.3469364726220775,0.6026073697573775,0.004358093295546886,0.013911414777955398,0.012050702121611833
1548676016.447123,0.04628586769104004,3366,2887,1.8407769454627694,2.1475731030398975,0.0,-15.339807878856416,383.4951969714104,191.74759848570505,249.73695717583661,216.25057208096155,0.71047271326624528,0.62034926467269913,0.55752266517194493,0.79311147606212495,0.38534278786642245,0.91316308975219751,0.0,0.0,-0.051450687620471461,-0.2409069925683143,0.3469364726220775,0.6026073697573775,0.004358093295546886,0.013911414777955398,0.012050702121611833
1548676016.47877,0.030459880828857422,3372,2893,1.8407769454627694,1.8407769454627694,0.0,-7.669903939428202,0.0,191.74759848570534,258.48997658743934,211.49327128282329,0.71128379780086204,0.62147684559066674,0.55727074880841432,0.7984923192495007,0.39230990855632958,0.92196617126464864,0.0,0.0,-0.04636440406363454,-0.24032152676638327,0.36510530656647744,0.60603524912159834,0.0069276726950584233,0.014360247458700163,0.011749268253528565
1548676016.526365,0.04641008377075195,3379,2897,2.1475731030398975,1.227184630308513,7.669903939428202,-15.339807878856409,191.74759848570503,-191.74759848570517,258.48997658743934,211.49327128282329,0.71220898010744993,0.62278884719963612,0.56253617267951916,0.7984923192495007,0.39230990855632958,0.92196617126464864,0.0,0.0,-0.04636440406363454,-0.24032152676638327,0.36510530656647744,0.60603524912159834,0.0069276726950584233,0.014360247458700163,0.011749268253528565
1548676016.56392,0.03184199333190918,3392,2900,3.9883500485026673,0.9203884727313847,46.01942363656924,-7.669903939428208,958.737992428526,191.74759848570503,258.48997658743934,211.49327128282329,0.71285226032080029,0.62475982773426586,0.57692701550870484,0.80388269014088831,0.39941783879978821,0.93088686466217063,0.0,0.0,-0.046616498078128801,-0.23852138947504903,0.35395984915346579,0.60603524912159834,0.0069276726950584233,0.014360247458700163,0.011749268253528565
1548676016.607873,0.046597957611083984,3408,2903,4.908738521234052,0.9203884727313847,23.009711818284618,0.0,-575.2427954571156,191.7475984857052,260.16239401063473,219.73009851265505,0.71414390014860585,0.62793414622480359,0.60624431160647296,0.80388269014088831,0.39941783879978821,0.93088686466217063,0.0,0.0,-0.046616498078128801,-0.23852138947504903,0.35395984915346579,0.60836995833034868,0.0056767256254008081,0.014227817760026172,0.011982090448178818
1548676016.638865,0.030607938766479492,3426,2906,5.522330836388308,0.9203884727313847,15.339807878856403,0.0,-191.74759848570537,0.0,260.16239401063473,219.73009851265505,0.71466362989850751,0.62990420357026555,0.62561787895469723,0.80388269014088831,0.39941783879978821,0.93088686466217063,0.0,0.0,-0.046616498078128801,-0.23852138947504903,0.35395984915346579,0.60836995833034868,0.0056767256254008081,0.014227817760026172,0.011982090448178818
1548676016.686584,0.04627704620361328,3445,2908,5.829126993965436,0.6135923151542565,7.669903939428191,-7.669903939428204,-191.7475984857053,-191.7475984857051,229.97877643781138,231.82307467689418,0.71588829320728631,0.63351983845609172,0.66142469048303276,0.80904888028547561,0.40635788259166117,0.93953866958618182,0.0,0.0,-0.05996731345529685,-0.23661340487943655,0.29673470896443688,0.59196733432829385,-0.0023681848115248427,0.01270068368622016,0.01280391168989648
1548676016.718293,0.030254125595092773,3463,2911,5.522330836388308,0.9203884727313847,-7.669903939428191,7.669903939428204,-383.49519697140954,383.4951969714102,229.97877643781138,231.82307467689418,0.71659687322625287,0.63622286084535895,0.68583958201772433,0.80904888028547561,0.40635788259166117,0.93953866958618182,0.0,0.0,-0.05996731345529685,-0.23661340487943655,0.29673470896443688,0.59196733432829385,-0.0023681848115248427,0.01270068368622016,0.01280391168989648
1548676016.771295,0.045693159103393555,3479,2914,4.908738521234052,0.9203884727313847,-15.339807878856403,0.0,-191.7475984857053,-191.7475984857051,197.28764675978758,244.62257410336895,0.71753938074237411,0.63969217812556489,0.71730113999907863,0.81431300067121415,0.41355872068720961,0.94845848083496109,0.0,0.0,-0.073940578501183657,-0.23410433232909755,0.23672674192216914,0.57149973617386129,-0.011023759257428489,0.010997001739663784,0.013627486915812247
1548676016.798886,0.03017592430114746,3493,2918,4.295146206079795,1.227184630308513,-15.339807878856426,7.669903939428208,-5.773159728050814e-13,191.7475984857052,197.28764675978758,244.62257410336895,0.71802627754806292,0.64149048791156793,0.73119798809497916,0.81431300067121415,0.41355872068720961,0.94845848083496109,0.0,0.0,-0.073940578501183657,-0.23410433232909755,0.23672674192216914,0.57149973617386129,-0.011023759257428489,0.010997001739663784,0.013627486915812247
1548676016.846542,0.04624605178833008,3505,2921,3.6815538909255388,0.9203884727313847,-15.339807878856403,-7.669903939428208,5.773159728050814e-13,-383.4951969714104,197.28764675978758,244.62257410336895,0.71883487372587174,0.64413566588158533,0.74996890957039841,0.81431300067121415,0.41355872068720961,0.94845848083496109,0.0,0.0,-0.073940578501183657,-0.23410433232909755,0.23672674192216914,0.57149973617386129,-0.011023759257428489,0.010997001739663784,0.013627486915812247
1548676016.878238,0.030242919921875,3515,2925,3.067961575771282,1.227184630308513,-15.339807878856416,7.669903939428208,-3.1086244689504383e-13,383.4951969714104,180.75791152619161,253.26214999464847,0.71920398814805553,0.64548424182906949,0.75926355718351168,0.8194146299831383,0.42066955765745312,0.95721008777618422,0.0,0.0,-0.079832760071307921,-0.23212112477677962,0.20433809856122553,0.56305692749409286,-0.015811713425911582,0.01011648721988101,0.014144960662364979
1548676016.925936,0.04636716842651367,3524,2928,2.761165418194154,0.9203884727313847,-7.669903939428202,-7.669903939428208,191.74759848570534,-383.4951969714104,180.75791152619161,253.26214999464847,0.71987327076233121,0.64752682838579967,0.77264392072431431,0.8194146299831383,0.42066955765745312,0.95721008777618422,0.0,0.0,-0.079832760071307921,-0.23212112477677962,0.20433809856122553,0.56305692749409286,-0.015811713425911582,0.01011648721988101,0.014144960662364979
1548676016.959856,0.031491994857788086,3532,2931,2.454369260617026,0.9203884727313847,-7.669903939428202,0.0,0.0,191.7475984857052,180.75791152619161,253.26214999464847,0.7202440157347656,0.64884495235090001,0.77911276058701551,0.8194146299831383,0.42066955765745312,0.95721008777618422,0.0,0.0,-0.079832760071307921,-0.23212112477677962,0.20433809856122553,0.56305692749409286,-0.015811713425911582,0.01011648721988101,0.014144960662364979
1548676017.006747,0.04626011848449707,3538,2935,1.8407769454627694,1.227184630308513,-15.339807878856416,7.669903939428208,-191.74759848570534,191.7475984857052,174.54391973381368,260.8145267402324,0.72073152514458017,0.65015636746169803,0.78515333103888085,0.8244932060030884,0.42788067462254781,0.96603007316589373,0.0,0.0,-0.081083013797858608,-0.2304748371885087,0.18691731257887823,0.56304680270566576,-0.018430361796164932,0.0097339726762611951,0.014527039840082436
1548676017.038264,0.03020000457763672,3543,2944,1.533980787885641,2.761165418194154,-7.669903939428208,38.34951969714103,191.7475984857052,766.9903939428204,174.54391973381368,260.8145267402324,0.72121107933847006,0.65141481204671758,0.77915190725912642,0.8244932060030884,0.42788067462254781,0.96603007316589373,0.0,0.0,-0.081083013797858608,-0.2304748371885087,0.18691731257887823,0.56304680270566576,-0.018430361796164932,0.0097339726762611951,0.014527039840082436
1548676017.086594,0.04634594917297363,3547,2958,1.227184630308513,4.295146206079795,-7.669903939428202,38.34951969714102,1.5543122344752192e-13,-1.7763568394002505e-13,184.51330634100466,259.02402375173278,0.72365138157468623,0.6549990473069518,0.75613727161154809,0.82945545479416649,0.43506030254514272,0.97475767135620139,0.0,0.0,-0.074770777786792322,-0.23107403686808214,0.20479302448514503,0.57361026840756923,-0.016191212760533355,0.010287980885850595,0.01442726065567488
1548676017.118931,0.030757904052734375,3552,2975,1.533980787885641,5.2155346788111805,7.669903939428202,23.00971181828464,383.49519697141005,-383.4951969714095,184.51330634100466,259.02402375173278,0.72506612186518904,0.6570664099255058,0.74025687902632265,0.82945545479416649,0.43506030254514272,0.97475767135620139,0.0,0.0,-0.074770777786792322,-0.23107403686808214,0.20479302448514503,0.57361026840756923,-0.016191212760533355,0.010287980885850595,0.01442726065567488
1548676017.169476,0.044960975646972656,3556,2993,1.227184630308513,5.522330836388308,-7.669903939428202,7.669903939428191,-383.49519697141005,-383.4951969714112,184.51330634100466,259.02402375173278,0.72815638498273183,0.66144542706851706,0.70620892225466025,0.83441733132666629,0.44237506793877901,0.98359656333923362,0.0,0.0,-0.061835746119902862,-0.23494451713050196,0.27084869810872703,0.58310990808726459,-0.0076205975865358544,0.010287980885850595,0.01442726065567488
1548676017.198199,0.030132055282592773,3561,3012,1.533980787885641,5.829126993965436,7.669903939428202,7.669903939428191,383.49519697141005,0.0,210.71080316203074,240.18661115057284,0.72989534471384565,0.66379436779487355,0.68797047776743614,0.83441733132666629,0.44237506793877901,0.98359656333923362,0.0,0.0,-0.061835746119902862,-0.23494451713050196,0.27084869810872703,0.58310990808726459,-0.0076205975865358544,0.011743448508600528,0.013380277539151855
