time,interval,wR,wL,wdotR,wdotL,pwmR,pwmL,theta,vel_v,vel_w,tau_R,tau_L,x,y,centroidX,centroidY,a_hat0,a_hat1,a_hat2,a_hat3,a_hat4
16.055612087249756,0.10109901428222656,0,0,0,0,0,0,-0.34665849565670437,0.0,0.0,0.023069040415175903,0.076885181650565404,0.44854754319327678,-0.45877959056103756,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.15391516685486,0.10109901428222656,0,0,0,0,0,0,-0.35547461405115993,0.0,0.0,0.023069040415175903,0.076885181650565404,0.46183590325050866,-0.45830756370393105,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.25455904006958,0.10109901428222656,0,0,0,0,0,0,-0.36187280729270532,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47097901264453346,-0.45825530019287603,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.354335069656372,0.10109901428222656,0,0,0,0,0,0,-0.36902893718368485,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.45270299911499,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.5544490814209,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.654015064239502,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.752912044525146,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.853169202804565,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
16.953314065933228,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
17.053500175476074,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
17.152348041534424,0.10109901428222656,0,0,0,0,0,0,-0.3690407909417705,0.0,0.0,0.023069040415175903,0.076885181650565404,0.47881527579520394,-0.45833952620094004,0.76834692587849751,-0.99627723355651321,2.0,2.0,0.01,0.01,0.01
30.289152145385742,14.527485847473145,0,0,0,0,395.46864956243854,1320.8741816721524,-0.3690407909417705,0.0,0.0,0.021970480531246585,0.07338189898178625,0.47881527579520394,-0.45833952620094004,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.30260419845581,0.012994050979614258,0,0,0,0,395.46864956243854,1320.8741816721524,-0.3690407909417705,0.0,0.0,0.021970480531246585,0.07338189898178625,0.47881527579520394,-0.45833952620094004,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.39746904373169,0.09986996650695801,0,0,0,0,408.02857285227645,1308.3968372440361,-0.39540414295599696,0.0,0.0,0.022668254047348693,0.072688713180224226,0.48846355598234775,-0.45841252697768115,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.502122163772583,0.10016489028930664,0,0,0,0,347.40123516211685,1283.340246308803,-0.38550428971931361,0.0,0.0,0.019300068620117603,0.071296680350489056,0.51094944379540308,-0.45850704177228707,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.600956201553345,0.09974908828735352,0,0,0,0,306.49129302458624,1260.0700223732208,-0.38805195923544761,0.0,0.0,0.017027294056921459,0.070003890131845603,0.53148593362407703,-0.45858525301400399,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.69656205177307,0.09975099563598633,0,0,0,0,266.63844486381879,1237.3191784548553,-0.39024526737959875,0.0,0.0,0.014813246936878823,0.06873995435860307,0.55135582495898638,-0.45886934558768977,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.80072808265686,0.09995412826538086,0,0,0,0,216.64941518275802,1208.9456514497342,-0.39349633079177587,0.0,0.0,0.012036078621264334,0.067163647302763016,0.57650446576334025,-0.4591568698461011,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.901643991470337,0.09989094734191895,0,0,0,0,178.5576763215829,1183.9563347465394,-0.40229330244639017,0.0,0.0,0.0099198709067546062,0.065775351930363296,0.59919630437752902,-0.45967957968173501,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
30.9969642162323,0.09993600845336914,0,0,0,0,164.76435959439442,1171.3693387772955,-0.41321817989275772,0.0,0.0,0.0091535755330219119,0.065076074376516413,0.61164345548992705,-0.46003263771931807,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
31.105364084243774,0.10070490837097168,0,0,0,0,163.23299075721735,1169.3582199281755,-0.41568717498881569,0.0,0.0,0.0090684994865120744,0.0649643455515653,0.61371373636615134,-0.46012012841511324,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
31.19915008544922,0.0991051197052002,0,0,0,0,165.20866674219533,1125.9341114004196,-0.50635287839381593,0.0,0.0,0.0091782592634552969,0.062551895077801095,0.6615235625815532,-0.46507789667699978,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
31.295830011367798,0.0991051197052002,0,0,0,0,0,0,-0.54944214444076522,0.0,0.0,0.0091782592634552969,0.062551895077801095,0.6787368560473751,-0.46843751270658368,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
31.39369821548462,0.0991051197052002,0,0,0,0,0,0,-0.60114822692161729,0.0,0.0,0.0091782592634552969,0.062551895077801095,0.6983869383316319,-0.47340888067533238,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
31.493898153305054,0.0991051197052002,0,0,0,0,0,0,-0.63301061744412246,0.0,0.0,0.0091782592634552969,0.062551895077801095,0.71220443009292722,-0.47743273494913946,0.806396843469117,-0.95614168342163597,2.0,2.0,0.01,0.01,0.01
