time,interval,wR,wL,wdotR,wdotL,pwmR,pwmL,theta,vel_v,vel_w,tau_R,tau_L,x,y,centroidX,centroidY
12.550396203994751,12.45676589012146,0.00018796308897064916,0.00050145382278799378,1.5089236695032439e-05,4.0255538814104208e-05,5575.2621687421506,952.85287487825451,-0.043173314897442326,0.027576676470345719,-0.0010658684949789716,0.30973678704724489,0.052936270669224461,0.3630097854462575,0.44382215918746809,1.2756077837834265,1.2167447050883295
12.76019811630249,0.11584281921386719,0.00038581873598196912,-0.00037484798692062079,0.0017079664355029377,-0.0075645759975057226,5575.3063374676867,954.2558977067747,-0.042870712672591751,0.00043882996245393194,0.0025862668578688062,0.30973923255606578,0.053014208251681794,0.36305942943175273,0.44379329783409821,1.2756077837834265,1.2167447050883295
12.802422046661377,0.2062978744506836,-4.6042940377484538e-05,4.290972308115566e-05,-0.0020933888800812248,0.0020250218821408323,5575.3921667751993,953.98683370208482,-0.042932858155828924,-0.00012532869185315502,-0.00030243905575937671,0.30974401950730834,0.052999278766198726,0.36303326102390104,0.44378655846223286,1.2756077837834265,1.2167447050883295
12.865787029266357,0.03299093246459961,8.264908071834128e-06,-3.9248820295464026e-07,0.0016461446946852087,-0.0013125488747726375,5575.1817126072356,952.61619918233748,-0.043182354554307967,0.00031489679475517948,2.9435147334281821e-05,0.30973230931787266,0.052923114129043436,0.36304428774235781,0.44380109901813264,1.2756077837834265,1.2167447050883295
12.904795169830322,0.06153106689453125,0.00037076581541670199,-0.00037476753353782934,0.0058913476661508401,-0.0060843255972886177,5575.3201082122032,953.49902877171598,-0.043025272348615883,-0.00016006872484509185,0.0025348133864454068,0.30973997714785062,0.052972139525412437,0.36303414759198788,0.44379455277949681,1.2756077837834265,1.2167447050883295
13.020400047302246,0.10205888748168945,0.00012860384644152289,-0.00013015074373235377,-0.0023727670852636499,0.0023968200696814638,5575.4042745122897,954.00601989841255,-0.042934773849027524,-6.1875891633234476e-05,0.00087976560659118073,0.30974469349611011,0.053000346060687126,0.36302761969414532,0.4437897324225003,1.2756077837834265,1.2167447050883295
13.083624124526978,0.09915304183959961,-0.00052934667151513623,0.00053645164142961024,-0.0066357068401494846,0.0067229645484838492,5575.0803432228367,951.93952573978424,-0.043296303739568359,0.00028419879657896017,-0.0036237142640121386,0.3097267182640599,0.052885561559590621,0.3630562449405369,0.44379941861689265,1.2756077837834265,1.2167447050883295
13.174154043197632,0.09740614891052246,0.00056833719668530826,-0.00057018874766257292,0.011269143483013376,-0.011361093744797835,5575.3366689010209,954.02769276201582,-0.042916946986299623,-7.4062039090589405e-05,0.0038709882107827967,0.30974087086174351,0.053001483488219758,0.36304857172916372,0.44378888229564079,1.2756077837834265,1.2167447050883295
13.28539514541626,0.09998297691345215,-3.9902659173940411e-06,-3.9439383639249151e-06,-0.0057242490699004065,0.0056634121805435355,5575.4383179152819,954.15674081885163,-0.0429172961096215,-0.00031736817125275823,-1.575136817950329e-07,0.30974660120339836,0.05300873580914453,0.36301708953757816,0.44379536679928761,1.2756077837834265,1.2167447050883295
13.382461071014404,0.10004305839538574,-0.00062842138938466882,0.00063155905135262871,-0.0062416236916651002,0.0063522947009971133,5575.1123239584504,951.78617492314663,-0.043348942984175014,0.00012550647871839893,-0.0042839334985068124,0.30972849306147776,0.052877040127297464,0.36303047271632993,0.44381416332529494,1.2756077837834265,1.2167447050883295
13.471309185028076,0.10004305839538574,-0.00062842138938466882,0.00063155905135262871,-0.0062416236916651002,0.0063522947009971133,0,0,-0.04303836801519579,0.00012550647871839893,-0.0042839334985068124,0.30972849306147776,0.052877040127297464,0.36301423818623618,0.44379640572473961,1.2756077837834265,1.2167447050883295
